Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,Fish_ID,Group,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist_Activity,mean_speed_Activity,mean_dist_05_Activity,tot_dist_05_Activity,freeze_dur_Activity,zone_510_dur_Activity,zone_05_dur_Activity,zone_2025_dur_Activity,zone_1520_dur_Activity,zone_3035_dur_Activity,zone_1015_dur_Activity,zone_3540_dur_Activity,zone_2530_dur_Activity,zone_near_dur_Activity,zone_middle_dur_Activity,zone_far_dur_Activity,arena_dur_Activity,moving_dur_Activity
Post-assay,Monday,29/07/2019,C,3,male,Whi.Yel,7,1,HA_C2,a7370,Control,,Social,Aggression,Predator,Novel,1610.06,8.94501,21.8116,49076.2,0,17.5196,23.9994,14.5596,10.1597,46.4788,11.8397,35.1191,20.3195,49.4388,33.9192,96.6376,179.995,176.396
Post-assay,Friday,13/09/2019,S,3,male,Whi.Yel,6,1,HA_C2,a7370,Control,,Aggression,Predator,Social,Novel,403.741,2.24306,30.5549,68748.6,90.1577,1.67996,0.079998,1.67996,1.59996,162.316,2.15995,5.59986,4.87988,3.19992,5.35987,171.436,179.995,36.0791
Post-assay,Wednesday,21/08/2019,K,3,male,Whi.Yel,3,1,HA_C2,a7370,Control,,Predator,Social,Aggression,Novel,242.786,1.34885,16.3701,36832.7,131.437,13.3597,81.598,1.35997,1.35997,45.0389,1.91995,0,35.3591,96.3976,4.1599,79.438,179.995,19.9195
Post-assay,Friday,13/09/2019,X,8,male,Whi.Pin,8,2,HA_T2,a7375,Treatment,,Predator,Social,Novel,Aggression,8.08283,0.0449057,3.70035,8325.78,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Wednesday,21/08/2019,J,2,male,Wh.Pin,4,1,HA_T2,a7375,Treatment,,Novel,Social,Aggression,Predator,495.725,2.7541,29.1336,65550.7,121.197,1.91995,0.559986,3.51991,3.11992,102.477,3.51991,52.0787,12.7997,4.55989,11.7597,163.676,179.995,46.4788
Post-assay,Monday,29/07/2019,B,2,female,Whi.Pur,1,1,HA_C1,a7376,Control,,Novel,Aggression,Predator,Social,1410.08,7.83397,24.0748,54168.4,11.5997,4.87988,0.959976,33.1192,16.4796,50.6387,11.0397,15.9996,46.8788,11.6797,71.4382,96.8776,179.995,155.276
Post-assay,Friday,13/09/2019,X,8,female,Whi.Pur,2,2,HA_C1,a7376,Control,,Predator,Social,Novel,Aggression,1429.99,7.94461,13.8151,31083.9,18.5595,47.5188,53.8387,10.0797,8.95978,17.8396,12.5597,13.4397,15.7596,110.397,27.1193,42.4789,179.995,152.796
Post-assay,Tuesday,20/08/2019,I,1,female,Whi.Pur,8,1,HA_C1,a7376,Control,,Aggression,Novel,Social,Predator,1728.93,9.60543,21.402,48154.5,0,18.9595,19.0395,17.7596,13.2797,43.2789,15.4396,31.1192,21.1195,48.6388,42.5589,88.7978,179.995,177.196
Post-assay,Monday,29/07/2019,A,1,female,Ora.Ora,4,1,HA_T1,a7379,Treatment,,Social,Novel,Aggression,Predator,1379.55,7.66433,23.0045,51760.1,14.6396,19.5195,27.2793,9.51976,7.51981,45.8389,8.79978,48.3988,13.1197,52.3987,23.6794,103.917,179.995,153.916
Post-assay,Friday,13/09/2019,V,6,female,Ora.Ora,4,2,HA_T1,a7379,Treatment,,Aggression,Novel,Predator,Social,4.22919,0.0234961,6.2701,14107.7,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Tuesday,20/08/2019,K,3,female,Ora.Ora,9,1,HA_T1,a7379,Treatment,,Predator,Social,Aggression,Novel,1395.29,7.75183,24.1171,54263.4,7.75981,7.67981,35.5991,9.19977,3.8399,56.4786,4.87988,46.7188,15.5996,46.0788,19.3595,114.557,179.995,147.756
Post-assay,Monday,29/07/2019,A,1,male,Ora.Bla,1,1,HA_C1,a7403,Control,,Social,Novel,Aggression,Predator,2224.42,12.3582,14.9947,33738,0,59.4385,31.9192,11.6797,10.7197,30.5592,15.0396,4.71988,15.9196,101.997,31.1992,46.7988,179.995,174.076
Post-assay,Friday,13/09/2019,S,3,male,Ora.Bla,3,1,HA_C1,a7403,Control,,Aggression,Predator,Social,Novel,503.229,2.79579,29.873,67214.2,121.677,3.67991,1.11997,2.87993,2.15995,154.956,2.47994,8.23979,4.47989,6.55984,7.19982,166.236,179.995,41.839
Post-assay,Tuesday,20/08/2019,M,5,male,Ora.Bla,7,2,HA_C1,a7403,Control,,Social,Novel,Predator,Aggression,1549.45,8.60828,14.0684,31653.9,25.5194,28.3993,74.9581,9.91975,10.0797,23.9994,10.7197,8.71978,13.1997,110.797,26.8793,42.3189,179.995,145.116
Post-assay,Monday,29/07/2019,B,2,male,Ora.Pin,8,1,HA_C2,a7408,Control,,Novel,Aggression,Predator,Social,1321.22,7.3468,15.8922,35725.6,1.83995,24.7994,66.7983,7.03982,6.39984,40.639,9.67976,7.43981,17.1996,98.3975,20.2395,61.3585,179.995,164.876
Post-assay,Friday,13/09/2019,R,2,male,Ora.Pin,6,1,HA_C2,a7408,Control,,Novel,Predator,Social,Aggression,1027.05,5.706,28.2345,63527.6,3.11992,3.8399,5.27987,10.3197,4.39989,101.997,3.8399,34.6391,15.6796,11.5997,21.7595,146.636,179.995,124.077
Post-assay,Wednesday,21/08/2019,M,5,male,Ora.Pin,2,2,HA_C2,a7408,Control,,Social,Novel,Predator,Aggression,1365.64,7.58709,10.5016,23628.6,3.51991,34.3191,88.8778,7.67981,11.7597,10.2397,18.6395,1.11997,7.35982,134.957,28.5593,16.4796,179.995,154.396
Post-assay,Tuesday,30/07/2019,C,3,female,Ora.Whi,9,1,HA_T4,a7409,Treatment,,Social,Aggression,Predator,Novel,1298.75,7.23473,15.5493,34908.1,0,21.9994,69.3583,10.7997,9.59976,24.7994,12.5597,17.5996,13.0397,99.0375,28.7193,52.0787,179.836,173.596
Post-assay,Thursday,12/09/2019,Q,1,female,Ora.Whi,9,1,HA_T4,a7409,Treatment,,Aggression,Predator,Novel,Social,1362.78,7.58128,23.396,52594.3,0.079998,14.3196,20.9595,13.2797,11.3597,41.599,12.8797,50.5587,15.0396,43.4389,34.0791,102.477,179.995,167.916
Post-assay,Tuesday,20/08/2019,N,6,female,Ora.Whi,5,2,HA_T4,a7409,Treatment,,Novel,Predator,Aggression,Social,1071.48,5.95283,26.8831,60487,0,8.87978,21.1995,7.35982,6.87983,16.7196,10.7197,100.557,7.67981,37.9191,19.5195,122.477,179.995,160.716
Post-assay,Monday,29/07/2019,B,2,male,Ora.Yel,9,1,HA_T2,a7411,Treatment,,Novel,Aggression,Predator,Social,1799.33,9.99655,7.81793,17590.3,0.079998,70.4782,67.6783,4.55989,6.55984,6.63983,18.1595,0.319992,5.59986,152.316,16.3996,11.2797,179.995,172.076
Post-assay,Friday,13/09/2019,V,6,male,Ora.Yel,10,2,HA_T2,a7411,Treatment,,Aggression,Novel,Predator,Social,1113.74,6.18762,17.5051,39386.5,0,30.5592,29.9992,17.2796,14.0796,38.719,15.1996,14.3196,19.8395,71.1982,42.0789,66.7183,179.995,178.156
Post-assay,Wednesday,21/08/2019,P,8,male,Ora.Yel,3,2,HA_T2,a7411,Treatment,,Novel,Social,Predator,Aggression,1300.65,7.22602,25.4678,57302.5,1.91995,12.1597,13.7597,10.9597,7.8398,32.0792,9.59976,81.518,12.0797,32.6392,25.3594,121.997,179.995,140.636
Post-assay,Monday,29/07/2019,G,7,male,Ora.Ora,3,2,HA_T1,a7412,Treatment,,Social,Predator,Novel,Aggression,1847.25,10.2628,22.3873,50371.4,0,17.9995,20.4795,15.7596,13.7597,34.8791,15.1996,45.4389,16.4796,48.7188,39.679,91.5977,179.995,178.396
Post-assay,Friday,13/09/2019,S,3,male,Ora.Ora,4,1,HA_T1,a7412,Treatment,,Aggression,Predator,Social,Novel,1486.05,8.25602,19.9481,44883.3,0,17.1996,35.5991,16.9596,14.1596,25.5994,14.8796,36.6391,18.9595,62.4784,42.8789,74.6381,179.995,176.716
Post-assay,Tuesday,20/08/2019,I,1,male,Ora.Ora,9,1,HA_T1,a7412,Treatment,,Aggression,Novel,Social,Predator,1258.1,7.01146,18.3529,41202.3,22.0794,21.6795,25.9993,37.8391,16.2396,19.1995,22.8794,10.6397,25.5194,60.7985,74.1581,45.0389,179.995,142.556
Post-assay,Tuesday,30/07/2019,F,6,male,_.Ora,5,2,HA_T3,a7414,Treatment,,Predator,Aggression,Novel,Social,798.631,4.43695,6.86331,15442.4,1.99995,15.5196,137.277,5.27987,5.67986,1.51996,8.71978,2.71993,3.27992,159.116,15.0396,5.83985,179.995,115.917
Post-assay,Thursday,12/09/2019,U,5,male,_.Ora,5,2,HA_T3,a7414,Treatment,,Aggression,Social,Predator,Novel,1955.28,10.8629,21.6388,48687.4,0,19.9195,11.9997,18.2395,17.1996,48.7188,17.7596,20.0795,26.0793,43.7589,48.8788,87.3578,179.995,178.236
Post-assay,Wednesday,21/08/2019,J,2,male,_.Ora,9,1,HA_T3,a7414,Treatment,,Novel,Social,Aggression,Predator,556.666,3.09267,25.4428,57246.4,116.157,1.83995,0.239994,9.27977,6.79983,25.0394,6.39984,0,130.397,6.15985,21.8395,151.996,179.995,50.9587
Post-assay,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,a7418,Control,,Social,Aggression,Novel,Predator,1211.56,6.73104,16.7132,37604.7,0,27.1193,44.1589,15.5196,12.3997,27.1993,18.0795,17.5996,17.9196,85.4379,38.159,56.3986,179.995,176.476
Post-assay,Thursday,12/09/2019,U,5,female,Yel.Yel,7,2,HA_C4,a7418,Control,,Aggression,Social,Predator,Novel,1441.61,8.00913,19.5472,43981.3,0,23.6794,20.1595,21.9195,19.8395,40.559,19.6795,10.9597,23.1994,56.5586,56.0786,67.3583,179.995,179.516
Post-assay,Tuesday,20/08/2019,J,2,female,Yel.Yel,2,1,HA_C4,a7418,Control,,Novel,Social,Aggression,Predator,865.988,4.81117,6.66685,15000.4,61.5185,33.7592,121.277,2.31994,5.27987,2.23994,12.5597,0,2.55994,164.876,11.4397,3.67991,179.995,110.717
Post-assay,Tuesday,30/07/2019,B,2,female,Bro.Whi,8,1,HA_C4,a7438,Control,,Novel,Aggression,Predator,Social,1310.59,7.28122,24.0021,54004.8,8.23979,17.8396,1.19997,16.8796,15.1996,36.7991,15.3596,39.039,37.6791,29.8393,43.5989,106.557,179.995,157.916
Post-assay,Thursday,12/09/2019,R,2,female,Bro.Whi,7,1,HA_C4,a7438,Control,,Novel,Predator,Social,Aggression,343.429,1.90799,21.6901,48802.8,143.836,2.39994,59.5985,2.31994,2.47994,103.917,2.23994,3.03992,3.9999,63.2784,6.55984,110.157,179.995,33.5192
Post-assay,Tuesday,20/08/2019,P,8,female,Bro.Whi,2,2,HA_C4,a7438,Control,,Novel,Social,Predator,Aggression,5.31591,0.0295336,5.23584,11780.6,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Tuesday,30/07/2019,E,5,female,Bro.Ora,9,2,HA_T4,a7439,Treatment,,Social,Predator,Aggression,Novel,1502.74,8.34875,9.12306,20526.9,0.079998,34.3991,99.5175,8.39979,7.9998,4.79988,17.9196,2.71993,4.23989,146.156,23.9194,9.91975,179.995,169.836
Post-assay,Thursday,12/09/2019,R,2,female,Bro.Ora,9,1,HA_T4,a7439,Treatment,,Novel,Predator,Social,Aggression,378.185,2.10108,3.43405,7726.62,93.4377,8.23979,164.476,1.59996,1.83995,0.559986,2.39994,0,0.879978,174.636,4.23989,1.11997,179.995,40.239
Post-assay,Tuesday,20/08/2019,N,6,female,Bro.Ora,3,2,HA_T4,a7439,Treatment,,Novel,Predator,Aggression,Social,500.887,2.78277,30.1024,67730.4,103.917,3.59991,4.23989,4.55989,4.47989,61.5185,4.23989,92.3177,5.03987,10.6397,11.5997,157.756,179.995,49.2788
Post-assay,Tuesday,30/07/2019,A,1,female,_.Blu,5,1,HA_T3,a7459,Treatment,,Social,Novel,Aggression,Predator,1761.6,9.7869,19.4948,43863.3,0,23.1194,21.0395,21.8395,19.0395,38.559,18.0795,13.5997,24.7194,56.3186,54.0786,69.5983,179.995,177.916
Post-assay,Thursday,12/09/2019,Q,1,female,_.Blu,4,1,HA_T3,a7459,Treatment,,Aggression,Predator,Novel,Social,2.62691,0.0145943,33.9976,76494.5,179.995,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
Post-assay,Wednesday,21/08/2019,K,3,female,_.Blu,10,1,HA_T3,a7459,Treatment,,Predator,Social,Aggression,Novel,40.639,0.225778,34.9261,78583.8,159.756,0,0,0.79998,0,7.03982,0,170.556,1.59996,0,1.43996,178.556,179.995,3.75991
Post-assay,Monday,29/07/2019,B,2,male,Blu.Bla,11,1,HA_T2,a7461,Treatment,"RE-RUN, Covers fell down towards end, may exclude",Novel,Aggression,Predator,Social,2561.62,14.2316,15.4668,34800.4,0,27.3593,45.5189,16.1596,15.4396,25.2794,22.2394,11.2797,16.7196,87.4378,44.7989,47.7588,179.995,173.276
Post-assay,Friday,13/09/2019,X,8,male,Blu.Bla,9,2,HA_T2,a7461,Treatment,,Predator,Social,Novel,Aggression,2012.08,11.1785,20.6193,46393.4,0.079998,8.1598,1.43996,36.6391,35.1191,32.2392,21.7595,0.559986,44.0789,21.9195,95.4376,62.6384,179.995,172.556
Post-assay,Wednesday,21/08/2019,O,7,male,Blu.Bla,4,2,HA_T2,a7461,Treatment,,Predator,Novel,Aggression,Social,1862.74,10.3488,17.0755,38419.9,0,18.8795,62.5584,9.75976,8.39979,25.5994,11.5997,29.7593,13.4397,89.3578,26.0793,64.5584,179.995,174.796
Post-assay,Tuesday,30/07/2019,F,6,male,Red.Blu,1,2,HA_C3,a7466,Control,,Predator,Aggression,Novel,Social,1491.58,8.28678,28.4678,64052.6,0.079998,6.55984,3.9199,7.43981,6.31984,43.5189,7.43981,87.7578,17.0396,14.8796,20.3995,144.716,179.995,168.156
Post-assay,Thursday,12/09/2019,T,4,male,Red.Blu,1,1,HA_C3,a7466,Control,,Predator,Aggression,Social,Novel,584.376,3.24661,31.3924,70632.9,122.477,5.27987,3.9199,9.03977,3.43991,30.3192,4.55989,112.237,11.1997,12.3997,16.3196,151.276,179.995,44.8789
Post-assay,Wednesday,21/08/2019,L,4,male,Red.Blu,7,1,HA_C3,a7466,Control,,Aggression,Social,Novel,Predator,80.2611,0.445906,31.8208,71596.9,141.836,0,0,1.91995,1.19997,84.2379,0,91.9177,0.719982,0,3.27992,176.716,179.995,6.95983
Post-assay,Monday,29/07/2019,F,6,male,Red.Red,3,2,HA_T1,a7468,Treatment,,Predator,Aggression,Novel,Social,755.26,4.19599,8.72325,19627.3,79.678,90.7977,64.7184,5.51986,6.87983,0.159996,8.47979,0,3.43991,161.356,16.3196,2.31994,179.995,81.038
Post-assay,Friday,13/09/2019,V,6,male,Red.Red,5,2,HA_T1,a7468,Treatment,,Aggression,Novel,Predator,Social,582.381,3.23553,18.3884,41373.9,4.63988,26.6393,2.95993,28.3193,29.1193,28.5593,38.879,3.27992,22.2394,55.5186,78.638,45.8389,179.995,105.597
Post-assay,Tuesday,20/08/2019,P,8,male,Red.Red,10,2,HA_T1,a7468,Treatment,,Novel,Social,Predator,Aggression,22.8745,0.127084,8.88065,19981.5,157.116,6.71983,173.276,0,0,0,0,0,0,179.995,0,0,179.995,0.959976
Post-assay,Monday,29/07/2019,B,2,male,Red.Bro,7,1,HA_C2,a7474,Control,,Novel,Aggression,Predator,Social,1474.27,8.19058,5.40106,12152.4,0.159996,60.1585,113.837,0,0.159996,0,5.83985,0,0,178.876,1.11997,0,179.995,168.236
Post-assay,Friday,13/09/2019,W,7,male,Red.Bro,6,2,HA_C2,a7474,Control,,Predator,Novel,Social,Aggression,1569.37,8.71892,25.4281,57213.2,0.079998,10.7997,20.6395,5.91985,5.43986,85.8379,5.67986,26.8793,18.7995,35.2791,15.9996,128.557,179.995,176.396
Post-assay,Wednesday,21/08/2019,J,2,male,Red.Bro,1,1,HA_C2,a7474,Control,,Novel,Social,Aggression,Predator,1450.1,8.05632,26.2533,59070,0.239994,6.39984,15.2796,5.43986,4.1599,77.5181,5.83985,39.119,26.2393,25.2794,15.6796,139.037,179.995,170.636
Post-assay,Monday,29/07/2019,E,5,male,Yel._,2,2,HA_C1,a7475,Control,,Social,Predator,Aggression,Novel,1240.16,6.88998,16.6617,37488.7,2.31994,30.6392,40.559,15.0396,15.3596,24.5594,22.0794,8.23979,23.5194,87.0378,41.599,51.3587,179.995,146.156
Post-assay,Friday,13/09/2019,Q,1,male,Yel._,3,1,HA_C1,a7475,Control,,Aggression,Predator,Novel,Social,530.451,2.94703,23.2235,52252.8,43.9189,6.63983,8.39979,26.2393,6.15985,35.3591,5.35987,0.39999,91.4377,18.3195,67.4383,94.2376,179.995,51.3587
Post-assay,Tuesday,20/08/2019,J,2,male,Yel._,6,1,HA_C1,a7475,Control,,Novel,Social,Aggression,Predator,241.96,1.34426,23.9885,53974,105.277,3.11992,0.879978,11.6797,6.79983,17.7596,3.35992,0,136.397,5.75986,75.7581,98.4775,179.995,27.9193
Post-assay,Tuesday,30/07/2019,E,5,female,Ora.Yel,5,2,HA_T3,a7484,Treatment,,Social,Predator,Aggression,Novel,8.21957,0.0456654,30.9755,69694.9,176.796,0,0,0,0,179.995,0,0,0,0,0,179.995,179.995,0.879978
Post-assay,Thursday,12/09/2019,U,5,female,Ora.Yel,3,2,HA_T3,a7484,Treatment,,Aggression,Social,Predator,Novel,671.042,3.7281,9.37663,21097.4,35.1191,8.63978,144.796,3.19992,2.87993,11.9997,3.03992,1.43996,3.9999,155.676,8.39979,15.9196,179.995,59.7585
Post-assay,Wednesday,21/08/2019,L,4,female,Ora.Yel,9,1,HA_T3,a7484,Treatment,,Aggression,Social,Novel,Predator,1786.46,9.925,13.9817,31458.8,0.079998,19.5995,76.7981,9.83975,9.91975,32.3992,10.1597,5.59986,15.6796,103.037,27.8393,49.1188,179.995,168.076
Post-assay,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,a7486,Control,,Social,Aggression,Novel,Predator,693.347,3.85373,21.7219,48852.6,3.27992,9.03977,0,56.5586,21.5995,19.4395,9.51976,0.559986,63.2784,14.6396,102.397,62.9584,179.995,91.5977
Post-assay,Friday,13/09/2019,R,2,female,Ora.Ora,8,1,HA_C2,a7486,Control,,Novel,Predator,Social,Aggression,546.712,3.03737,24.3956,54890.2,118.237,4.55989,41.359,2.55994,2.31994,53.3587,2.71993,69.9982,3.11992,47.7588,6.79983,125.437,179.995,54.3186
Post-assay,Wednesday,21/08/2019,I,1,female,Ora.Ora,3,1,HA_C2,a7486,Control,,Aggression,Novel,Social,Predator,1005.39,5.58563,22.0358,49580.5,65.3584,24.5594,23.5194,6.47984,7.75981,95.1976,11.5997,4.1599,6.71983,56.0786,19.9995,103.917,179.995,99.1175
Post-assay,Tuesday,30/07/2019,C,3,male,Ora.Gre,6,1,HA_C4,a7492,Control,,Social,Aggression,Predator,Novel,1545.3,8.5852,23.4666,52799.7,34.6391,18.5595,8.63978,15.1196,13.0397,74.3981,13.3597,13.7597,23.1194,35.9991,38.479,105.517,179.995,135.837
Post-assay,Thursday,12/09/2019,R,2,male,Ora.Gre,6,1,HA_C4,a7492,Control,,Novel,Predator,Social,Aggression,985.364,5.47438,16.0624,36140.5,54.0786,14.3996,82.6379,8.79978,7.03982,31.7592,9.51976,15.3596,10.4797,103.357,21.4395,55.0386,179.995,110.797
Post-assay,Tuesday,20/08/2019,I,1,male,Ora.Gre,1,1,HA_C4,a7492,Control,,Aggression,Novel,Social,Predator,844.154,4.68986,29.6136,66630.5,46.3188,7.59981,4.87988,7.43981,7.11982,31.9992,7.03982,102.957,10.9597,16.7196,20.5595,142.716,179.995,73.9182
Post-assay,Tuesday,30/07/2019,B,2,female,Red.Red,2,1,HA_C3,a7497,Control,,Novel,Aggression,Predator,Social,189.284,1.0516,31.0134,69780.2,143.676,1.67996,2.07995,1.83995,1.67996,151.516,1.27997,17.2796,2.63993,4.63988,4.55989,170.796,179.995,14.1596
Post-assay,Thursday,12/09/2019,Q,1,female,Red.Red,2,1,HA_C3,a7497,Control,,Aggression,Predator,Novel,Social,52.6911,0.292736,23.2387,52287.1,118.077,0,0,68.2383,1.35997,0.879978,0,0,109.517,0,99.0375,80.958,179.995,3.27992
Post-assay,Wednesday,21/08/2019,I,1,female,Red.Red,8,1,HA_C3,a7497,Control,,Aggression,Novel,Social,Predator,956.621,5.3147,32.1282,72288.5,56.0786,2.15995,0.879978,2.63993,2.07995,40.399,1.91995,124.877,5.03987,4.39989,6.47984,169.116,179.995,95.9176
Post-assay,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,a7498,Control,,Social,Aggression,Novel,Predator,381.427,2.11909,30.3715,68335.9,108.557,4.39989,2.47994,2.07995,2.87993,151.996,2.07995,10.6397,3.43991,8.31979,6.87983,164.796,179.995,33.5192
Post-assay,Friday,13/09/2019,S,3,female,Ora.Pin,1,1,HA_C1,a7498,Control,,Aggression,Predator,Social,Novel,575.808,3.19901,25.6688,57754.8,35.5191,4.39989,39.999,2.23994,2.31994,46.1588,2.23994,78.958,3.67991,45.8389,6.39984,127.757,179.995,57.4386
Post-assay,Tuesday,20/08/2019,L,4,female,Ora.Pin,7,1,HA_C1,a7498,Control,,Aggression,Social,Novel,Predator,195.052,1.08365,30.9415,69618.4,133.917,1.35997,0,5.11987,2.55994,143.916,1.35997,13.4397,12.2397,2.31994,14.8796,162.796,179.995,19.5995
Post-assay,Monday,29/07/2019,C,3,female,_.Pin,6,1,HA_C2,a7549,Control,,Social,Aggression,Predator,Novel,930.872,5.17164,16.167,36375.8,0.159996,15.5196,78.878,9.35977,8.55979,21.7595,9.03977,25.5194,11.3597,100.317,23.8394,55.8386,179.995,152.396
Post-assay,Friday,13/09/2019,S,3,female,_.Pin,8,1,HA_C2,a7549,Control,,Aggression,Predator,Social,Novel,1760.72,9.78204,16.2562,36576.5,0,27.6793,45.1989,16.9596,15.0396,33.9192,19.1195,4.55989,17.5196,86.4778,43.6789,49.8388,179.995,177.116
Post-assay,Wednesday,21/08/2019,N,6,female,_.Pin,2,2,HA_C2,a7549,Control,,Novel,Predator,Aggression,Social,1177.51,6.54186,15.4692,34805.8,0.079998,25.0394,51.6787,13.0397,17.8396,20.2395,22.6394,16.3196,13.1997,91.9977,42.0789,45.9189,179.995,171.596
Post-assay,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,a7550,Treatment,,Social,Aggression,Novel,Predator,1521.92,8.45532,14.9646,33670.4,0,39.439,23.9194,24.9594,25.1994,16.2396,28.2393,0.879978,21.1195,83.1179,65.5984,31.2792,179.995,177.836
Post-assay,Friday,13/09/2019,S,3,female,Pin.Pin,5,1,HA_T1,a7550,Treatment,,Aggression,Predator,Social,Novel,566.569,3.14768,28.9296,65091.5,91.5977,4.23989,5.35987,5.19987,4.23989,53.1187,3.11992,81.358,23.3594,11.6797,13.1997,155.116,179.995,71.9982
Post-assay,Tuesday,20/08/2019,M,5,female,Pin.Pin,9,2,HA_T1,a7550,Treatment,,Social,Novel,Predator,Aggression,1300.48,7.22507,10.3343,23252.2,0,22.8794,107.037,9.51976,9.03977,9.11977,11.1997,5.03987,6.15985,137.997,23.8394,18.1595,179.995,173.036
Post-assay,Tuesday,30/07/2019,B,2,female,Pin.Blu,1,1,HA_C3,a7552,Control,,Novel,Aggression,Predator,Social,1373.49,7.63069,18.9245,42580.1,0,23.9994,25.0394,17.5996,17.3596,38.079,20.4795,15.7596,21.6795,62.1584,48.3988,69.4383,179.995,175.516
Post-assay,Thursday,12/09/2019,W,7,female,Pin.Blu,2,2,HA_C3,a7552,Control,,Predator,Novel,Social,Aggression,1304.43,7.24702,12.9038,29033.7,0,39.039,68.6383,10.3997,12.1597,17.6796,18.0795,3.59991,10.3997,120.717,31.1192,27.9193,179.995,172.716
Post-assay,Wednesday,21/08/2019,J,2,female,Pin.Blu,8,1,HA_C3,a7552,Control,,Novel,Social,Aggression,Predator,1013.58,5.63115,14.5276,32687.2,0,32.5592,31.8392,24.9594,25.9993,13.6797,28.0793,1.27997,21.5995,81.278,69.2783,29.4393,179.995,177.996
Post-assay,Monday,29/07/2019,G,7,male,Pin.Ora,2,2,HA_C1,a7555,Control,,Social,Predator,Novel,Aggression,1163.8,6.46573,19.0092,42770.8,10.6397,14.7196,34.6391,29.1993,13.3597,28.9593,13.6797,8.31979,37.1191,58.2385,55.9186,65.8384,179.995,133.597
Post-assay,Friday,13/09/2019,Q,1,male,Pin.Ora,1,1,HA_C1,a7555,Control,,Aggression,Predator,Novel,Social,1690.3,9.42849,21.3774,47970.9,0.079998,20.6395,21.7595,17.7596,15.1196,39.839,13.9996,29.0393,21.8395,51.5987,43.5989,84.7979,179.995,175.116
Post-assay,Tuesday,20/08/2019,J,2,male,Pin.Ora,8,1,HA_C1,a7555,Control,,Novel,Social,Aggression,Predator,1156.62,6.4258,12.7144,28607.5,0.959976,36.2391,53.4387,14.7196,21.1995,11.9197,23.9994,0.719982,17.7596,105.517,49.2788,25.1994,179.995,163.836
Post-assay,Tuesday,30/07/2019,B,2,female,Ora.Pin,4,1,HA_T3,a7556,Treatment,,Novel,Aggression,Predator,Social,1534.85,8.52714,13.6559,30725.7,0.079998,27.9193,68.7183,13.0397,12.6397,22.7994,15.1996,5.27987,14.3996,106.877,35.3591,37.7591,179.995,175.516
Post-assay,Thursday,12/09/2019,X,8,female,Ora.Pin,3,2,HA_T3,a7556,Treatment,,Predator,Social,Novel,Aggression,819.753,4.5543,9.9728,22438.8,42.6389,11.3597,127.277,6.63983,6.47984,10.6397,6.71983,3.59991,7.27982,143.116,17.5996,19.2795,179.995,126.157
Post-assay,Wednesday,21/08/2019,O,7,female,Ora.Pin,9,2,HA_T3,a7556,Treatment,,Predator,Novel,Aggression,Social,1452.84,8.07152,17.9137,40305.8,0,21.2795,36.0791,19.7595,20.5595,24.7994,20.7195,17.9995,18.7995,71.1182,54.1586,54.7186,179.995,179.276
Post-assay,Tuesday,30/07/2019,G,7,female,Red.Gre,10,2,HA_T4,a7562,Treatment,,Social,Predator,Novel,Aggression,1673.3,9.29634,24.6313,55420.4,0,10.5597,17.9196,10.7997,6.95983,83.9179,8.47979,27.5993,13.7597,34.4791,24.5594,120.957,179.995,172.156
Post-assay,Thursday,12/09/2019,U,5,female,Red.Gre,8,2,HA_T4,a7562,Treatment,,Aggression,Social,Predator,Novel,1092.25,6.06822,6.76722,15226.2,0.239994,24.5594,138.877,2.23994,2.95993,3.19992,5.11987,0.239994,2.79993,167.036,7.59981,5.35987,179.995,148.876
Post-assay,Tuesday,20/08/2019,O,7,female,Red.Gre,5,2,HA_T4,a7562,Treatment,,Predator,Novel,Aggression,Social,1524.19,8.46791,26.2921,59157.3,0,9.67976,17.5196,7.67981,7.19982,52.2387,7.75981,66.3983,11.5197,32.1592,20.5595,127.277,179.995,172.796
Post-assay,Monday,29/07/2019,A,1,male,Red.Yel,3,1,HA_C1,a7563,Control,,Social,Novel,Aggression,Predator,1056.11,5.8674,16.0732,36164.6,0.239994,22.4794,69.9183,12.5597,9.99975,12.5597,11.5997,30.5592,10.3197,100.797,29.8393,49.3588,179.995,159.356
Post-assay,Friday,13/09/2019,X,8,male,Red.Yel,1,2,HA_C1,a7563,Control,,Predator,Social,Novel,Aggression,1634.6,9.08132,13.9,31275.1,2.47994,34.0791,54.7186,14.2396,14.3996,19.9195,20.7195,5.91985,15.9996,103.117,39.839,37.0391,179.995,166.236
