Time,Video_ID,Arena,Day,Camera,Session,Tank,Group,Mark,Sex,Fish_ID,Date,Notes,tot_dist,mean_speed,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Frequency,zone_05_dur,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration s,move Moving / center-point Cumulative Duration s
15-18,3.1,1,Thursday,1,3,HA_T1,Treatment,Gre.Bro,male,a7683,,,1231.98,6.84438,1,0.08,39,25.5999,22,56.4799,28,16.32,29,16.88,20,25.1199,31,17.44,6,2.87999,28,19.2799,14,93.9998,29,46.4799,15,39.5199,180,166.96
15-18,3.2,2,Thursday,1,3,HA_T1,Treatment,_.Pur,female,a6825,,,904.699,5.02612,1,0.239999,23,18.56,17,129.2,8,5.59998,9,4.95999,5,6.95998,12,7.75998,1,2.15999,8,4.79999,6,153.12,9,14.48,4,12.4,180,165.04
15-18,3.3,3,Thursday,1,3,HA_T1,Treatment,_.Whi,male,a7269,,,1607.99,8.93331,0,0,60,42.9599,38,89.9198,17,8.79998,24,11.76,2,1.51999,36,19.76,0,0,9,5.27999,15,146.88,20,28.7999,6,4.31999,180,172.48
15-18,3.4,4,Thursday,1,3,HA_T1,Treatment,Ora.Pur,male,a7062,,,539.498,2.99722,6,58.8799,19,14.16,11,40.7199,8,7.51998,9,8.55998,10,21.1999,13,18.72,5,23.1999,8,45.9199,7,68.7998,11,23.0399,5,88.1598,180,82.6398
15-18,4.1,5,Thursday,2,3,HA_C4,Control,Yel.Pin,male,a8066,,,1075.27,5.97374,0,0,34,27.9999,25,117.12,13,6.07998,15,6.79998,8,5.99999,17,7.99998,4,2.63999,10,5.35999,8,151.2,13,16.56,6,12.24,180,164.88
15-18,4.2,6,Thursday,2,3,HA_C4,Control,Pin.Bla,female,a8045,,,1181.41,6.5634,2,0.239999,34,26.8799,20,54.2399,24,12.88,23,13.52,22,20.6399,25,16.8,8,18.88,26,16.16,15,92.3198,27,36.5599,13,51.1199,180,165.44
15-18,4.3,7,Thursday,2,3,HA_C4,Control,Blu.Bla,female,a7201,,,1098.96,6.10536,4,0.32,45,44.1599,30,103.76,10,3.99999,16,7.91998,4,2.39999,26,13.92,0,0,9,3.83999,12,157.68,16,17.12,5,5.19999,180,172.16
15-18,4.4,8,Thursday,2,3,HA_C4,Control,Pin.Blu,male,a6843,,,640.439,3.558,7,5.51999,26,53.4399,19,108.96,4,1.92,6,2.63999,1,0.479999,9,11.76,0,0,2,0.799998,4,173.28,4,5.59999,1,1.12,180,114.88
15-18,3.1,1,Thursday,1,4,HA_C4,Control,Ora.Gre,male,a7492,,,4.55607,0.0253115,2,179.36,0,0,0,0,0,0,0,0,1,180,0,0,0,0,0,0,0,0,0,0,1,180,180,0
15-18,3.2,2,Thursday,1,4,HA_C4,Control,Bla.Bla,female,a7601,,,869.597,4.83111,9,26.1599,22,16.4,15,96.6398,15,5.03999,15,5.03999,11,33.1199,15,5.27999,2,1.28,16,17.2,8,116.56,15,13.52,8,49.9199,180,103.04
15-18,3.3,3,Thursday,1,4,HA_C4,Control,_.Yel,male,a6807,,,711.282,3.95157,2,0.16,30,30.4799,20,133.04,6,2.15999,10,5.99999,0,0,15,7.51998,0,0,2,0.799998,6,169.28,7,10.64,1,0.08,180,138.64
15-18,3.4,4,Thursday,1,4,HA_C4,Control,Whi.Pur,female,a7259,,,1404.27,7.80154,0,0,45,28.8799,26,95.7598,27,8.87998,28,11.44,12,9.19998,33,14.56,1,0.08,25,11.2,17,133.76,30,28.7999,14,17.44,180,165.44
15-18,4.1,5,Thursday,2,4,HA_C4,Control,Gre.Yel,female,a6971,,,996.105,5.53393,0,0,44,59.4399,30,84.3998,7,3.75999,11,7.59998,2,1.99999,22,20.0799,0,0,5,2.71999,11,158.48,12,17.92,2,3.59999,180,173.92
15-18,4.2,6,Thursday,2,4,HA_C4,Control,_.Ora,female,a7059,,,1509.42,8.38569,1,0.16,41,23.8399,31,112.88,19,5.11998,20,5.19999,19,13.04,20,5.83998,9,7.11998,20,6.95998,10,140.48,20,14.24,10,25.2799,180,172.4
15-18,4.3,7,Thursday,2,4,HA_C4,Control,Pur.Red,female,a7578,,,759.194,4.21775,1,0.079999,24,23.2799,19,146.32,3,1.52,5,3.19999,0,0,8,4.47999,0,0,1,1.2,3,173.12,4,6.07998,1,0.799998,180,150.56
15-18,4.4,8,Thursday,2,4,HA_C4,Control,Bro.Whi,female,a7438,,,1172.49,6.51384,1,0.08,32,22.6399,24,131.84,12,3.03999,13,3.99999,9,5.91999,16,5.91999,4,2.87999,11,3.67999,10,158.64,14,9.91997,6,11.36,180,170.64
15-18,3.1,1,Thursday,1,5,HA_C4,Control,Pin.Blu,male,a7696,,,1641.27,9.11818,1,0.08,26,13.84,17,145.28,13,3.27999,14,3.99999,6,4.47999,17,5.83998,0,0,12,3.27999,8,163.36,13,9.91997,6,6.71998,180,174
15-18,3.2,2,Thursday,1,5,HA_C4,Control,Bro._,female,a7367,,,1801.33,10.0074,0,0,41,19.4399,24,102.96,34,9.03998,35,9.35998,20,16.96,35,10.56,4,1.44,32,10.24,18,129.84,34,24.4799,16,25.6799,180,173.04
15-18,3.3,3,Thursday,1,5,HA_C4,Control,Whi.Whi,female,a7661,,,1330.54,7.39189,0,0,52,39.5999,36,112,6,2.23999,13,8.23998,2,1.28,26,14.72,1,0.24,4,1.67999,12,163.36,13,14.16,2,2.47999,180,171.76
15-18,3.4,4,Thursday,1,5,HA_C4,Control,_.Gre,female,a7020,,,964.18,5.35657,8,9.67997,40,45.5199,28,96.7198,11,3.27999,16,8.07998,9,6.31998,22,10.48,4,5.99998,10,3.59999,12,149.04,16,16.08,5,14.88,180,127.52
15-18,4.1,5,Thursday,2,5,HA_C4,Control,Yel.Yel,female,a7418,,,1239.87,6.88816,0,0,55,45.5199,37,103.92,14,3.59999,18,6.39998,6,3.27999,30,12.88,1,0.399999,12,3.99999,12,160,18,13.6,7,6.39998,180,169.04
15-18,4.2,6,Thursday,2,5,HA_C4,Control,Pur._,female,a6930,,,1262.04,7.01133,1,0.08,43,23.6799,29,115.52,14,4.31999,15,4.95999,13,10.4,23,10.48,5,3.91999,15,6.71998,12,146.56,18,14.08,7,19.36,180,167.04
15-18,4.3,7,Thursday,2,5,HA_C4,Control,Pur.Blu,male,a7737,,,1358.54,7.54746,0,0,44,31.3599,25,73.1198,24,15.12,28,14.96,17,13.76,33,16.4,8,6.39998,19,8.87998,13,116.8,22,37.4399,10,25.7599,180,171.44
15-18,4.4,8,Thursday,2,5,HA_C4,Control,Whi.Ora,male,a7184,,,1182.42,6.56903,2,0.479999,23,18.16,18,51.3599,10,3.03999,9,2.55999,33,41.4399,10,4.31999,22,44.7999,17,14.32,5,72.7998,10,7.99998,6,99.1998,180,152.96
15-18,4.2,6,Thursday,2,6,HA_T1,Treatment,Gre.Gre,female,a7292,,Re-ran,1198.95,6.66085,1,1.68,51,35.8399,33,96.9598,18,6.55998,19,6.79998,10,6.71998,29,16.48,4,2.31999,15,8.31998,13,144.72,21,20.3999,9,14.88,180,163.44
15-18,3.1,1,Thursday,1,7,HA_T4,Treatment,Gre.Gre,male,a6869,,,183.558,1.01977,8,102.4,8,56.6399,5,67.2798,3,0.719998,4,6.63998,1,1.2,5,46.3999,0,0,2,1.12,3,136.24,5,41.6799,2,2.07999,180,22.1599
15-18,3.2,2,Thursday,1,7,HA_T4,Treatment,Gre.Pur,male,a7297,,,620.484,3.44714,1,101.52,25,23.0399,14,13.36,19,114.48,20,12.48,2,1.36,19,8.55998,0,0,9,6.71999,9,42.7999,14,132.16,5,5.03999,180,75.8398
15-18,3.3,3,Thursday,1,7,HA_T4,Treatment,Bro.Yel,male,a7728,,,1657.28,9.20715,0,0,59,41.1199,34,49.1999,41,16.32,42,18.56,17,14.64,46,21.1999,0,0,37,18.9599,22,105.76,42,46.1599,20,28.0799,180,175.84
15-18,3.4,4,Thursday,1,7,HA_T4,Treatment,Red.Pur,female,a8062,,,921.327,5.1185,1,0.159999,24,18.4,20,156,0,0,2,2.07999,0,0,7,3.51999,0,0,0,0,4,176.72,3,3.27999,0,0,180,156.4
15-18,4.1,5,Thursday,2,7,HA_T4,Treatment,Bla.Pin,male,a7138,,,1596.12,8.86735,1,1.6,20,16.08,7,8.55998,38,24.0799,36,18.48,34,47.6799,31,20.6399,9,5.43999,45,39.0399,17,39.3599,39,57.4399,22,83.1998,180,167.2
15-18,4.2,6,Thursday,2,7,HA_T4,Treatment,_.Red,male,a8057,,,1051.76,5.84315,8,62.7198,47,44.3999,29,110.24,3,0.799998,9,7.83998,1,0.559998,26,15.52,0,0,2,0.639999,10,166.8,10,12.16,1,1.04,180,102.88
15-18,4.3,7,Thursday,2,7,HA_T4,Treatment,Gre.Bro,male,a7018,,,878.301,4.87946,6,5.91998,43,42.4799,23,31.9199,12,14.24,24,31.9199,1,2.55999,35,51.5999,0,0,5,5.27999,19,102.56,23,71.5198,4,5.91999,180,139.84
15-18,4.4,8,Thursday,2,7,HA_T4,Treatment,Blu.Bla,male,a6891,,,1771.05,9.83917,0,0,43,25.9199,19,28.0799,48,22.3199,48,23.3599,28,24.8799,48,24.3999,8,5.27999,45,25.7599,26,69.5998,51,62.3198,25,48.0799,180,178.16
15-18,3.1,1,Thursday,1,8,HA_T4,Treatment,Red.Yel,male,a7321,,,1592.29,8.84606,0,0,62,40.3199,35,58.7199,30,11.52,35,16.48,13,13.76,47,24.7999,2,0.639998,25,13.76,22,117.12,35,39.7599,14,23.1199,180,176.32
15-18,3.2,2,Thursday,1,8,HA_T4,Treatment,Yel.Blu,female,a7214,,,597.992,3.32219,4,93.9198,14,16.8,9,148.24,9,2.32,9,2.31999,5,4.71999,9,2.23999,0,0,9,3.35999,5,166.48,9,6.31998,5,7.19998,180,70.5598
15-18,3.3,3,Thursday,1,8,HA_T4,Treatment,Bro.Ora,female,a7439,,,1199.64,6.66466,7,3.67999,39,24.5599,27,125.76,13,3.83999,19,7.67998,7,5.19999,25,7.35998,1,0.239999,12,5.35999,13,155.44,18,15.12,6,9.43998,180,134.16
15-18,3.4,4,Thursday,1,8,HA_T4,Treatment,Red.Gre,female,a7562,,,1067.2,5.92889,3,0.24,24,17.68,18,150.8,4,1.52,5,1.6,3,3.11999,9,3.91999,1,0.159999,3,1.2,3,171.92,4,3.99999,2,4.07999,180,157.68
15-18,4.1,5,Thursday,2,8,HA_T4,Treatment,_.Bla,male,a6799,,,898.923,4.99403,0,0,54,44.6399,37,110.4,1,0.319999,8,4.55999,0,0,25,20.08,0,0,0,0,13,170.48,12,9.51998,0,0,180,160.96
15-18,4.2,6,Thursday,2,8,HA_T4,Treatment,Bro.Whi,female,a7358,,,1291.55,7.17529,2,16.24,34,30.5599,27,135.92,7,1.44,7,1.52,3,2.15999,11,4.63999,1,1.76,6,1.99999,5,170,8,4.63999,4,5.35999,180,146.72
15-18,4.3,7,Thursday,2,8,HA_T4,Treatment,Ora.Whi,female,a7409,,,1166.99,6.49198,0,0,46,44.9599,31,98.4798,10,4.07999,15,8.15998,4,3.19999,25,16.56,1,0.399999,8,4.15999,12,156.32,15,17.68,4,5.99999,180,171.04
15-18,4.4,8,Thursday,2,8,HA_T4,Treatment,Whi.Pur,male,a7180,,,751.888,4.17716,9,77.8398,31,65.0398,21,50.3199,12,3.03999,15,4.31999,8,20.24,18,5.11999,3,28.8799,10,3.03999,9,118.88,14,9.75997,6,51.3599,180,72.7998
15-18,3.1,1,Thursday,1,9,HA_T4,Treatment,Ora.Blu,female,a6961,,,765.375,4.25209,7,27.9199,17,19.1199,11,99.9198,11,7.27998,10,5.27998,4,8.47998,12,31.1199,0,0,10,8.79998,6,148.4,11,17.6,6,14,180,123.68
15-18,3.2,2,Thursday,1,9,HA_T4,Treatment,Bla.Gre,female,a7608,,,1170.32,6.50178,2,1.12,37,26.3999,21,59.1199,30,23.8399,29,12.8,10,12.24,31,12.72,2,1.68,23,31.1999,15,94.5598,30,48.7999,15,36.6399,180,146
15-18,3.3,3,Thursday,1,9,HA_T4,Treatment,Ora.Gre,female,a7061,,,1639.7,9.10949,5,4.31999,48,39.6799,23,47.6799,36,13.68,40,17.2,24,20.24,46,19.68,6,7.03998,35,14.8,22,102.08,38,40.3999,17,37.5199,180,159.92
15-18,3.4,4,Thursday,1,9,HA_T4,Treatment,Whi.Ora,male,a7646,,,1206,6.7,1,0.959998,49,56.9599,26,77.6798,8,4.23999,17,8.95998,2,2.15999,34,26.8799,0,0,5,3.11999,17,153.52,19,22.6399,3,3.83999,180,166.72
15-18,4.1,5,Thursday,2,9,HA_C1,Control,Pin.Whi,female,a7281,,Camera started recording 40 secs late,932.036,5.17799,3,15.44,31,25.6799,27,147.76,3,1.28,5,1.92,1,1.12,6,1.43999,0,0,2,0.799998,4,174.48,4,3.83999,1,1.67999,180,146.56
15-18,4.2,6,Thursday,2,9,HA_C1,Control,Whi.Blu,male,a7179,,Camera started recording 40 secs late,1090.45,6.05806,7,16.24,52,67.6798,37,97.1198,1,1.12,7,3.83999,0,0,21,10.24,0,0,0,0,9,172.56,8,7.43998,0,0,180,139.36
15-18,4.3,7,Thursday,2,9,HA_C1,Control,Red.Red,female,a6899,,Camera started recording 40 secs late,1439.33,7.9963,1,0.08,55,44.7199,29,61.5198,20,9.59998,28,19.6,8,5.27999,44,29.2799,2,1.12,16,8.87998,23,127.52,30,40.7999,8,11.68,180,176.24
15-18,4.4,8,Thursday,2,9,HA_C1,Control,Red.Ora,male,a7614,,Camera started recording 40 secs late,524.543,2.91413,8,3.43999,4,2.71999,5,177.28,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,121.28
15-18,3.1,1,Thursday,1,10,HA_C1,Control,Gre.Gre,female,a7698,,,1396.96,7.76093,4,1.6,36,16.72,22,38.7999,26,9.19998,24,7.91998,40,40.3199,27,11.04,19,36.6399,35,19.36,14,63.5998,29,25.0399,16,91.3598,180,158.48
15-18,3.2,2,Thursday,1,10,HA_C1,Control,Pin.Ora,male,a7555,,,1350.36,7.50204,1,14.16,26,17.52,15,65.2798,24,9.83997,21,7.35998,19,35.5999,22,8.47998,6,3.91999,27,31.9999,12,88.3998,25,39.5999,15,51.5199,180,157.52
15-18,3.3,3,Thursday,1,10,HA_C1,Control,Ora.Pin,female,a7498,,,1199.25,6.66249,2,1.99999,42,26.0799,23,57.0399,18,7.91998,28,15.68,10,42.4799,37,15.76,2,1.6,16,13.44,17,93.4398,29,33.4399,13,53.1199,180,140.72
15-18,3.4,4,Thursday,1,10,HA_C1,Control,Gre.Yel,male,a6859,,,1357.6,7.54224,1,0.479999,55,49.8399,31,41.0399,35,15.36,39,22.2399,12,8.55998,45,28.9599,0,0,29,14,23,109.76,39,52.7999,16,17.44,180,173.76
15-18,4.1,5,Thursday,2,10,HA_C1,Control,Yel._,male,a7475,,,1385.25,7.69584,1,0.24,49,35.7599,32,85.0398,25,9.19998,28,9.51997,16,16.8,32,11.68,4,1.36,24,10.64,15,128.96,27,25.3599,13,25.6799,180,168.16
15-18,4.2,6,Thursday,2,10,HA_C1,Control,Red.Yel,male,a7563,,,476.279,2.646,1,110.64,16,16.72,15,160.8,0,0,1,1.12,0,0,3,1.36,0,0,0,0,2,178.64,1,1.36,0,0,180,65.6798
15-18,4.3,7,Thursday,2,10,HA_C1,Control,Whi.Pur,female,a7376,,,1249.47,6.95077,3,24.7199,46,29.4399,29,108.4,8,2.63999,15,5.03999,4,19.76,27,13.04,1,0.559998,5,1.12,12,147.44,14,11.52,3,21.0399,180,141.36
15-18,4.4,8,Thursday,2,10,HA_C1,Control,Pur.Yel,male,a7272,,,1144.63,6.35907,0,0,49,36.3199,26,92.2398,13,5.99999,21,12.56,7,5.75999,36,21.4399,2,1.2,10,4.47999,15,142.32,19,27.3599,5,10.32,180,171.04
15-18,3.1,1,Thursday,1,11,HA_C1,Control,Ora.Bro,male,a7152,,,1752.53,9.73632,1,1.12,42,21.1999,29,127.36,20,4.95999,22,6.63999,8,6.71998,25,6.71998,0,0,18,6.39999,13,153.28,22,15.92,10,10.8,180,170.4
15-18,3.2,2,Thursday,1,11,HA_C1,Control,Blu.Blu,female,a7659,,,1026.93,5.70519,1,0.08,35,29.7599,26,129.36,8,2.87999,10,4.39999,2,2.32,15,7.11998,0,0,6,4.15999,10,164.16,11,9.99998,4,5.51998,180,157.44
15-18,3.3,3,Thursday,1,11,HA_C1,Control,Red.Pin,male,a6985,,,583.616,3.24232,7,29.9199,16,7.75998,11,160.24,3,0.879998,6,3.03999,2,3.75999,9,3.67999,0,0,2,0.639998,4,170.72,5,5.11999,2,4.15999,180,97.4398
15-18,3.4,4,Thursday,1,11,HA_C1,Control,Yel.Red,female,a8068,,,768.65,4.27029,2,0.319999,21,14.96,19,159.84,3,0.799998,3,0.559998,1,1.92,4,1.44,0,0,2,0.479999,2,176,2,1.91999,1,2.07999,180,126.4
15-18,4.1,5,Thursday,2,11,HA_C1,Control,Bro.Bla,female,a7082,,,463.344,2.57414,3,108.56,19,13.36,15,58.6399,1,0.239999,1,0.16,1,105.12,5,2.07999,0,0,1,0.399999,2,73.5998,2,1.04,1,105.36,180,59.2798
15-18,4.2,6,Thursday,2,11,HA_C1,Control,Ora.Bla,male,a7403,,,788.497,4.38055,4,0.32,3,2,4,178,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,144.48
15-18,4.3,7,Thursday,2,11,HA_C1,Control,Blu.Yel,male,a7002,,,1052.01,5.84453,0,0,28,37.2799,7,6.47998,28,29.4399,34,31.0399,14,18.24,38,35.5199,4,3.99999,21,18,20,69.2798,30,77.3598,10,33.3599,180,177.84
15-18,4.4,8,Thursday,2,11,HA_C1,Control,Bro.Bro,male,a7720,,,1232.46,6.84702,0,0,36,35.8399,26,107.84,12,5.51999,13,5.59998,8,5.99999,17,11.12,3,2.23999,11,5.83998,8,151.84,12,15.92,5,12.24,180,173.36
15-18,3.1,1,Friday,1,1,HA_T3,Treatment,Bla.Whi,male,a7139,,"Arena 1 fish from morning session may need to be run again, as tablets had bar visible",1469.48,8.16382,0,0,42,36.7999,31,113.52,11,3.43999,10,4.47999,7,5.11999,16,10.16,2,1.28,10,5.19999,6,158.88,12,11.2,7,9.91997,180,168.8
15-18,3.2,2,Friday,1,1,HA_T3,Treatment,Red.Bla,female,a7091,,,38.7197,0.21511,1,176.56,1,0.24,0,0,1,0.239999,1,0.16,2,178.08,1,0.159999,1,0.879998,1,0.24,1,0.32,1,0.559998,1,179.12,180,2.63999
15-18,3.3,3,Friday,1,1,HA_T3,Treatment,Pin.Pur,male,a6842,,,528.178,2.93433,8,81.1998,23,95.2798,19,78.8798,2,0.559999,2,0.479998,0,0,6,4.31999,0,0,1,0.479999,2,178.32,1,1.68,0,0,180,68.1598
15-18,3.4,4,Friday,1,1,HA_T3,Treatment,Red.Red,female,a8063,,,313.691,1.74428,4,131.92,7,3.75999,8,174.16,2,0.399999,2,0.399999,1,0.159999,2,0.239999,0,0,2,0.639999,3,178.08,2,0.959997,1,0.719999,180,32.9599
15-18,4.1,5,Friday,2,1,HA_T3,Treatment,Gre.Bro,female,a7296,,,118.071,0.655952,2,158.8,7,92.5598,6,85.8398,0,0,1,0.799998,0,0,2,0.799998,0,0,0,0,2,178.96,1,1.04,0,0,180,18.8
15-18,4.2,6,Friday,2,1,HA_T3,Treatment,_.Ora,male,a7414,,,1393.89,7.74383,0,0,61,50.4799,44,86.9598,15,6.47998,16,6.47999,8,5.27999,26,15.28,3,2.79999,12,6.23998,11,149.2,17,18.32,7,12.48,180,177.44
15-18,4.3,7,Friday,2,1,HA_T3,Treatment,Gre.Gre,female,a7019,,,797.323,4.42958,1,0.08,27,21.6799,21,151.76,0,0,2,1.04,0,0,8,5.51999,0,0,0,0,3,177.84,3,2.15999,0,0,180,157.6
15-18,4.4,8,Friday,2,1,HA_T3,Treatment,Gre.Ora,female,a7686,,,1058.78,5.88214,1,46.5599,24,17.6,19,95.1198,7,1.51999,6,1.6,9,7.35998,8,4.07999,6,50.6399,7,2.07999,5,115.44,9,5.03998,4,59.5199,180,124.72
15-18,3.1,1,Friday,1,2,HA_T3,Treatment,Whi.Whi,female,a7640,,,1236.13,6.8674,1,0.08,17,8.23998,12,56.5599,8,1.76,9,2.79999,17,13.76,10,2.79999,13,91.8398,8,2.23999,5,66.7198,9,6.15999,5,107.12,180,159.6
15-18,3.2,2,Friday,1,2,HA_T3,Treatment,_.Whi,male,a8070,,,1118.75,6.21529,2,0.16,26,16.08,19,123.52,12,3.27999,11,3.11999,14,14.96,13,4.55999,7,8.55998,13,5.91998,7,142.8,12,9.75997,6,27.4399,180,152.64
15-18,3.3,3,Friday,1,2,HA_T3,Treatment,_.Blu,female,a7459,,,376.835,2.09353,6,0.879999,6,4.39999,6,174.48,0,0,0,0,0,0,1,1.12,0,0,0,0,1,180,0,0,0,0,180,86.4798
15-18,3.4,4,Friday,1,2,HA_T3,Treatment,Ora.Yel,female,a7484,,,770.314,4.27953,3,0.319999,23,18.64,15,140.72,6,2.48,9,5.11998,3,2.16,14,7.67998,1,1.28,4,1.91999,7,164.32,9,11.04,2,4.63999,180,136.56
15-18,4.1,5,Friday,2,2,HA_T3,Treatment,Red.Pur,male,a7325,,,1134.82,6.30457,1,1.99999,38,32.6399,32,137.76,3,1.44,6,3.11999,0,0,9,4.15999,0,0,1,0.879998,5,173.36,5,5.99998,1,0.639999,180,169.6
15-18,4.2,6,Friday,2,2,HA_T3,Treatment,Yel.Whi,female,a7210,,,418.455,2.32476,11,83.2798,8,42.6399,9,137.36,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,69.7598
15-18,4.3,7,Friday,2,2,HA_T3,Treatment,Pur.Gre,female,a7160,,,360.094,2.00052,8,106.96,9,82.1598,8,93.7598,1,0.239999,1,0.16,2,1.6,1,0.239999,0,0,2,1.84,1,176.08,2,1.2,2,2.71999,180,57.6799
15-18,4.4,8,Friday,2,2,HA_T3,Treatment,Red.Bro,male,a7045,,,467.153,2.5953,6,1.04,7,4.87999,7,171.76,1,0.639999,1,0.639998,0,0,1,0.479999,0,0,1,1.6,1,176.96,2,1.68,1,1.36,180,114.4
15-18,3.1,1,Friday,1,3,HA_T3,Treatment,Ora.Pin,female,a7556,,,1298.77,7.21539,0,0,31,22.0799,18,91.1198,16,7.11998,17,8.31998,20,14.8,22,11.04,12,17.76,15,7.75998,9,121.6,17,20.6399,9,37.7599,180,173.28
15-18,3.2,2,Friday,1,3,HA_T3,Treatment,Bla.Blu,male,a6808,,,1492.46,8.29145,0,0,54,42.2399,35,77.4398,22,12.72,28,14.4,9,7.11998,33,15.04,2,1.91999,14,9.11998,16,130.4,23,33.5999,8,16,180,176.32
15-18,3.3,3,Friday,1,3,HA_T3,Treatment,Yel.Pin,male,a6996,,,840.255,4.6681,1,1.44,29,37.8399,16,63.9198,11,7.19998,16,22.5599,7,5.99998,23,24.3199,3,9.59998,9,8.55998,13,118.88,17,40.2399,5,20.8799,180,162.24
15-18,3.4,4,Friday,1,3,HA_T3,Treatment,Blu.Pin,male,a6882,,,1897.18,10.5399,0,0,68,31.8399,42,76.1598,33,8.07997,37,11.36,30,20.4799,46,14.96,12,7.43998,34,9.67998,22,118.48,38,26.2399,16,35.2799,180,175.44
15-18,4.1,5,Friday,2,3,HA_C2,Control,Bro.Pur,male,a7729,,,1318.28,7.32377,1,0.08,45,49.9199,32,85.0398,13,5.99999,14,6.95998,8,10.8,20,11.2,1,0.559999,13,9.51998,8,143.68,14,18.16,7,18.16,180,164.96
15-18,4.2,6,Friday,2,3,HA_C2,Control,Gre.Gre,male,a7688,,,1321.2,7.34005,1,0.159999,38,29.1999,26,98.2398,18,5.83999,20,7.51998,16,12.48,24,10.32,6,8.31998,19,8.07998,12,134.24,19,18.72,8,27.0399,180,169.2
15-18,4.3,7,Friday,2,3,HA_C2,Control,Ora.Yel,male,a7153,,,1898.78,10.5488,0,0,62,37.7599,40,85.8398,37,9.75998,42,12,16,12,45,12.48,1,0.399999,33,9.75997,23,132,39,29.0399,17,18.96,180,173.92
15-18,4.4,8,Friday,2,3,HA_C2,Control,Red.Bro,male,a7474,,,1252.43,6.96723,2,0.16,43,27.9999,32,121.04,16,4.31999,18,5.43999,10,6.55998,21,7.83998,3,1.28,15,5.27999,12,154.72,17,13.28,7,11.76,180,167.6
15-18,3.1,1,Friday,1,4,HA_C2,Control,Pur.Blu,male,a7163,,,1685.79,9.36553,0,0,41,31.7599,34,116.16,13,3.27999,14,3.99999,13,9.51998,14,4.47999,7,7.59998,12,3.19999,7,151.12,13,9.59998,6,19.28,180,175.36
15-18,3.2,2,Friday,1,4,HA_C2,Control,Ora.Bro,male,a6967,,,1072.04,5.9558,3,71.2798,28,16.88,19,58.1599,13,3.11999,13,3.19999,12,40.0799,15,5.91999,5,48.6399,14,3.99999,8,79.5198,14,8.79998,7,91.6798,180,101.28
15-18,3.3,3,Friday,1,4,HA_C2,Control,Bla._,female,a6798,,,929.822,5.16569,3,0.24,16,8.15998,12,165.28,4,0.799997,4,0.719999,4,1.36,7,2.15999,2,0.799998,4,0.719999,4,174.88,5,2.55999,2,2.55999,180,150.48
15-18,3.4,4,Friday,1,4,HA_C2,Control,Blu.Blu,male,a7006,,,821.205,4.56226,5,0.399999,19,15.36,13,156.64,1,0.159999,2,0.399999,2,0.639998,8,5.99999,1,0.479999,2,0.32,3,176.56,3,2.07999,1,1.36,180,149.28
15-18,4.1,5,Friday,2,4,HA_C2,Control,Whi.Yel,male,a7370,,,652.177,3.62322,1,0.879998,19,19.04,14,150.96,2,0.479999,4,1.99999,3,1.2,8,4.63999,2,1.12,2,0.559999,5,173.2,5,4.07999,1,2.71999,180,125.76
15-18,4.2,6,Friday,2,4,HA_C2,Control,Red.Pin,male,a7096,,,1218.86,6.77148,0,0,35,37.9199,32,138.24,0,0,1,0.959998,0,0,4,2.87999,0,0,0,0,2,178.4,1,1.6,0,0,180,168.64
15-18,4.3,7,Friday,2,4,HA_C2,Control,Red._,female,a8064,,,1142.67,6.34817,1,12.64,34,30.9599,29,141.28,0,0,3,2.87999,0,0,9,4.87999,0,0,0,0,4,175.84,3,4.15999,0,0,180,162.08
15-18,4.4,8,Friday,2,4,HA_C2,Control,Ora.Pin,male,a7408,,,994.592,5.52553,3,1.2,24,22.5599,15,142.88,1,0.639998,6,5.27999,0,0,13,8.63998,0,0,0,0,5,172.4,5,7.59998,0,0,180,163.2
15-18,3.1,1,Friday,1,5,HA_C2,Control,Pin.Bro,female,a7284,,,1468.13,8.15632,2,8.71998,23,19.1199,15,84.8798,16,3.51999,16,3.83999,29,21.4399,16,3.59999,19,37.5999,18,5.99999,8,106.72,16,9.67998,9,63.5998,180,150.72
